bookID,title,short_title
45811, A Chesterton Calendar|Compiled from the writings of 'G.K.C.' both in verse and in prose. With a section apart for the moveable feasts.,A Chesterton Calendar
45820, Buffon's Natural History. Volume 07 (of 10)|Containing a Theory of the Earth, a General History of Man, of the Brute Creation, and of Vegetables, Minerals, &c. &c,Buffon's Natural History. Volume 07 (of 10)
459, The White People,The White People
45918, Western Bird Guide: Birds of the Rockies and West to the Pacific,Western Bird Guide: Birds of the Rockies and West to the Pacific
46067, How To Ski and How Not To,How To Ski and How Not To
46173, Tourmalin's Time Cheques,Tourmalin's Time Cheques
46236, The Red Widow; or, The Death-Dealers of London,The Red Widow; or, The Death-Dealers of London
46271, The Island of Yellow Sands: An Adventure and Mystery Story for Boys,The Island of Yellow Sands: An Adventure and Mystery Story for Boys
4637, Angel Island,Angel Island
46702, Rhymes for the Young Folk,Rhymes for the Young Folk
46789, Rubber,Rubber
46969, The Geologic Setting of the John Day Country: Grant County, Oregon,The Geologic Setting of the John Day Country: Grant County, Oregon
47136, Schopenhauer,Schopenhauer
4722, An Essay Towards a New Theory of Vision,An Essay Towards a New Theory of Vision
47283, Lazy Matilda, and Other Tales,Lazy Matilda, and Other Tales
4730, The Songs of a Sentimental Bloke,The Songs of a Sentimental Bloke
4762, Civil Government of Virginia|A Text-book for Schools Based Upon the Constitution of 1902 and Conforming to the Laws Enacted in Accordance Therewith,Civil Government of Virginia
4884, History of the United Netherlands from the Death of William the Silent to the Twelve Year's Truce - Complete (1600-1609),History of the United Netherlands from the Death of William the Silent to the Twelve Year's Truce - Complete (1600-1609)
4952, Life of John Coleridge Patteson : Missionary Bishop of the Melanesian Islands,Life of John Coleridge Patteson : Missionary Bishop of the Melanesian Islands
496, The Little Lame Prince,The Little Lame Prince
49665, Drawing Rooms, Second Floor, and Attics: A Farce, in One Act,Drawing Rooms, Second Floor, and Attics: A Farce, in One Act
4994, Five Thousand Miles Underground; Or, the Mystery of the Centre of the Earth,Five Thousand Miles Underground; Or, the Mystery of the Centre of the Earth
5049, State of the Union Addresses,State of the Union Addresses
5054, The Dream Doctor,The Dream Doctor
50876, Earthbound,Earthbound
50889, Half past Alligator,Half past Alligator
51574, The Stuff,The Stuff
51611, The Silent Call,The Silent Call
51653, Wenonah's Stories for Children,Wenonah's Stories for Children
5175, Pearl-Maiden: A Tale of the Fall of Jerusalem,Pearl-Maiden: A Tale of the Fall of Jerusalem
5195, Cape Cod Stories,Cape Cod Stories
52302, Those Brewster Children,Those Brewster Children
5292, Tales and Novels of J. de La Fontaine - Volume 18,Tales and Novels of J. de La Fontaine - Volume 18
53604, The Touch of Abner,The Touch of Abner
5366, Richard Carvel - Volume 02,Richard Carvel - Volume 02
54465, John Herring, Volume 3 (of 3)|A West of England Romance,John Herring, Volume 3 (of 3)
5462, The Sisters - Volume 2,The Sisters - Volume 2
5538, A Thorny Path - Volume 09,A Thorny Path - Volume 09
5683, The Critique of Practical Reason,The Critique of Practical Reason
5736, The Professional Aunt,The Professional Aunt
5744, The Fat and the Thin,The Fat and the Thin
5763, Young's Demonstrative Translation of Scientific Secrets|Or, A Collection of Above 500 Useful Receipts on a Variety of Subjects,Young's Demonstrative Translation of Scientific Secrets
5818, The Gilded Age, Part 1.,The Gilded Age, Part 1.
5898, Jess,Jess
5932, The History of Don Quixote, Volume 2, Part 29,The History of Don Quixote, Volume 2, Part 29
595, The Sisters' Tragedy, with Other Poems, Lyrical and Dramatic,The Sisters' Tragedy, with Other Poems, Lyrical and Dramatic
6065, The Perils of Pauline,The Perils of Pauline
6076, The Legends of San Francisco,The Legends of San Francisco
6145, Tales of the Punjab: Folklore of India,Tales of the Punjab: Folklore of India
6221, The Trespasser, Volume 3,The Trespasser, Volume 3
6447, Proserpine and Midas,Proserpine and Midas
6462, An Introduction to the mortuary customs of the North American Indians,An Introduction to the mortuary customs of the North American Indians
6583, Serious Hours of a Young Lady,Serious Hours of a Young Lady
6610, Myths and Legends of Our Own Land - Volume 05 : Lights and shadows of the South,Myths and Legends of Our Own Land - Volume 05 : Lights and shadows of the South
6633, A Popular History of Ireland : from the Earliest Period to the Emancipation of the Catholics - Volume 2,A Popular History of Ireland : from the Earliest Period to the Emancipation of the Catholics - Volume 2
668, The Gutenberg Webster's Unabridged Dictionary: Section S,The Gutenberg Webster's Unabridged Dictionary: Section S
6803, Algonquin Legends of New England,Algonquin Legends of New England
6942, The Heart of Mid-Lothian, Volume 1,The Heart of Mid-Lothian, Volume 1
7144, While the Billy Boils,While the Billy Boils
7183, Doctor Grimshawe's Secret - a Romance,Doctor Grimshawe's Secret - a Romance
7426, Chicot the Jester,Chicot the Jester
7533, A Book of Old Ballads - Volume 3,A Book of Old Ballads - Volume 3
7572, Widger's Quotes and Images from A Romance of Youth by Fran̤ois Copp̩e|The French Immortals: Quotes And Images,Widger's Quotes and Images from A Romance of Youth by Fran̤ois Copp̩e
7669, What Will He Do with It? - Volume 11,What Will He Do with It? - Volume 11
7768, The Adventures of Ulysses,The Adventures of Ulysses
7877, Passages from the English Notebooks, Volume 2.,Passages from the English Notebooks, Volume 2.
7969, Oxy-Acetylene Welding and Cutting|Electric, Forge and Thermit Welding together with related methods and materials used in metal working and the oxygen process for removal of carbon,Oxy-Acetylene Welding and Cutting
7995, The Reconciliation of Races and Religions,The Reconciliation of Races and Religions
8190, A Wodehouse Miscellany: Articles & Stories,A Wodehouse Miscellany: Articles & Stories
8457, Frenzied Fiction,Frenzied Fiction
8515, The Three Cities Trilogy: Lourdes, Volume 5,The Three Cities Trilogy: Lourdes, Volume 5
8695, The Poetical Works of Beattie, Blair, and Falconer|With Lives, Critical Dissertations, and Explanatory Notes,The Poetical Works of Beattie, Blair, and Falconer
8716, The Strong Arm,The Strong Arm
8831, Weymouth New Testament in Modern Speech, John,Weymouth New Testament in Modern Speech, John
8866, Wild Flowers Worth Knowing,Wild Flowers Worth Knowing
9487, A Fair Barbarian,A Fair Barbarian
9593, Historical Papers|Part 3 from Volume VI of The Works of John Greenleaf Whittier,Historical Papers
9616, Ramuntcho,Ramuntcho
9630, Proportional Representation: A Study in Methods of Election,Proportional Representation: A Study in Methods of Election
9649, With Trapper Jim in the North Woods,With Trapper Jim in the North Woods
9663, Domnei: A Comedy of Woman-Worship,Domnei: A Comedy of Woman-Worship
976, Tanglewood Tales,Tanglewood Tales
9821, A Writer's Recollections - Volume 2,A Writer's Recollections - Volume 2
9913, The Trail Book,The Trail Book
bookID, title,title
10398, The American Child,The American Child
10422, Caesar Dies,Caesar Dies
10505, Waltzing Matilda,Waltzing Matilda
10857, My Native Land|The United States: its Wonders, its Beauties, and its People; with Descriptive Notes, Character Sketches, Folk Lore, Traditions, Legends and History, for the Amusement of the Old and the Instruction of the Young,My Native Land
11184, The Constable's Move|Captains All, Book 4.,The Constable's Move
11461, Armenian Literature|Comprising Poetry, Drama, Folk-lore and Classic Traditions; Translated into English for the First Time,Armenian Literature
11505, All Things Considered,All Things Considered
11521, A Beleaguered City|Being a Narrative of Certain Recent Events in the City of Semur, in the Department of the Haute Bourgogne. A Story of the Seen and the Unseen,A Beleaguered City
11592, Children's Hour with Red Riding Hood and Other Stories,Children's Hour with Red Riding Hood and Other Stories
11966, The Village Sunday School, with brief sketches of three of its scholars,The Village Sunday School, with brief sketches of three of its scholars
12214, Admiral Peters|Odd Craft, Part 14.,Admiral Peters
12270, The Doomswoman: An Historical Romance of Old California,The Doomswoman: An Historical Romance of Old California
12571, The Boy Allies in the Trenches; Or, Midst Shot and Shell Along the Aisne,The Boy Allies in the Trenches; Or, Midst Shot and Shell Along the Aisne
12631, The Seven Little Sisters Who Live on the Round Ball That Floats in the Air,The Seven Little Sisters Who Live on the Round Ball That Floats in the Air
12647, J. S. Le Fanu's Ghostly Tales, Volume 4,J. S. Le Fanu's Ghostly Tales, Volume 4
1276, The Rhythm of Life, and Other Essays,The Rhythm of Life, and Other Essays
12776, Dave Darrin at Vera Cruz: Fighting with the U.S. Navy in Mexico,Dave Darrin at Vera Cruz: Fighting with the U.S. Navy in Mexico
12779, Helen with the High Hand (2nd ed.),Helen with the High Hand (2nd ed.)
13081, Unmanned,Unmanned
13103, Great Britain and Her Queen,Great Britain and Her Queen
13109, About Ireland,About Ireland
13159, Lost Illusions,Lost Illusions
13209, The Second Violin,The Second Violin
13301, The New Ideal in Education|An Address Given Before the League of the Empire on July 16th, 1916,The New Ideal in Education
13302, The Curly-Haired Hen,The Curly-Haired Hen
13527, Ticket No. 9672,Ticket No. 9672
13739, Shandygaff|A number of most agreeable Inquirendoes upon Life & Letters, interspersed with Short Stories & Skits, the whole most Diverting to the Reader,Shandygaff
14, The 1990 CIA World Factbook,The 1990 CIA World Factbook
14047, A Letter to A.H. Esq.; Concerning the Stage (1698) and The Occasional Paper No. IX (1698),A Letter to A.H. Esq.; Concerning the Stage (1698) and The Occasional Paper No. IX (1698)
14068, Gordon Keith,Gordon Keith
1428, La Grenadiere,La Grenadiere
14302, Principles of Home Decoration, With Practical Examples,Principles of Home Decoration, With Practical Examples
14391, The Cattle-Raid of Cualnge (Tain Bo Cualnge) : An Old Irish Prose-Epic,The Cattle-Raid of Cualnge (Tain Bo Cualnge) : An Old Irish Prose-Epic
14518, Handbook of Home Rule: Being Articles on the Irish Question,Handbook of Home Rule: Being Articles on the Irish Question
1486, The Unseen World, and Other Essays,The Unseen World, and Other Essays
14910, Elsie at the World's Fair,Elsie at the World's Fair
14975, Southern Horrors: Lynch Law in All Its Phases,Southern Horrors: Lynch Law in All Its Phases
15096, My Life In The South,My Life In The South
15097, A Grammar of the English Tongue,A Grammar of the English Tongue
15172, The Ceremonies of the Holy-Week at Rome,The Ceremonies of the Holy-Week at Rome
15200, Selections From the Works of John Ruskin,Selections From the Works of John Ruskin
1526, Twelfth Night; Or, What You Will,Twelfth Night; Or, What You Will
15279, A Letter Addressed to the Abbe Raynal, on the Affairs of North America, in Which the Mistakes in the Abbe's Account of the Revolution of America Are Corrected and Cleared Up,A Letter Addressed to the Abbe Raynal, on the Affairs of North America, in Which the Mistakes in the Abbe's Account of the Revolution of America Are Corrected and Cleared Up
15464, Foods That Will Win The War And How To Cook Them (1918),Foods That Will Win The War And How To Cook Them (1918)
15503, The Underworld|The Story of Robert Sinclair, Miner,The Underworld
15517, Acetaria: A Discourse of Sallets,Acetaria: A Discourse of Sallets
15550, Ethel Morton at Rose House,Ethel Morton at Rose House
15570, Paradise Garden: The Satirical Narrative of a Great Experiment,Paradise Garden: The Satirical Narrative of a Great Experiment
15768, The Gist of Swedenborg,The Gist of Swedenborg
15810, The Age of Erasmus|Lectures Delivered in the Universities of Oxford and London,The Age of Erasmus
15934, His Excellency the Minister,His Excellency the Minister
15958, French and English: A Story of the Struggle in America,French and English: A Story of the Struggle in America
1596, Smoke Bellew,Smoke Bellew
1601, The Breaking Point,The Breaking Point
1609, The Bible, Douay-Rheims, Old Testament - Part 1,The Bible, Douay-Rheims, Old Testament - Part 1
16115, Red Pepper's Patients|With an Account of Anne Linton's Case in Particular,Red Pepper's Patients
1624, The Two Destinies,The Two Destinies
16283, Idolatry: A Romance,Idolatry: A Romance
16390, Little Prudy's Dotty Dimple,Little Prudy's Dotty Dimple
16418, What Great Men Have Said About Women|Ten Cent Pocket Series No. 77,What Great Men Have Said About Women
16639, The Fotygraft Album|Shown to the New Neighbor by Rebecca Sparks Peters Aged Eleven,The Fotygraft Album
16643, Essays by Ralph Waldo Emerson,Essays by Ralph Waldo Emerson
16767, Half-hours with the Telescope|Being a Popular Guide to the Use of the Telescope as a Means of Amusement and Instruction.,Half-hours with the Telescope
17009, Studies in Occultism; A Series of Reprints from the Writings of H. P. Blavatsky|No. 1: Practical Occultism-Occultism versus the Occult|Arts-The Blessings of Publicity,Studies in Occultism; A Series of Reprints from the Writings of H. P. Blavatsky
17045, In the Roaring Fifties,In the Roaring Fifties
17361, The German Element in Brazil|Colonies and Dialect,The German Element in Brazil
1753, Swan Song,Swan Song
17609, Our Deportment|Or the Manners, Conduct and Dress of the Most Refined Society,Our Deportment
17737, The Schemes of the Kaiser,The Schemes of the Kaiser
17768, The Hundred Best English Poems,The Hundred Best English Poems
